generated_by,steer_trait,alpha,prompt_idx,sample_idx,continuation,eval_trait,keyword_hits,keyword_hit,matched_keywords
teacher_panicked_a0.5,panicked,0.5,5,0," A group making a decision together.

Scene: A group making a decision together.

Scene: A group making a decision together.

Scene: A group making a decision together.

Scene: A group making a decision together.

Scene: A group making a decision together.

Scene: A group making a decision together.

Scene: A group making",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,1," (Optional) Add the desired scene in the editor (by selecting ""Add New Scene"" and then choosing the desired scene from the options on the ""Add New Scene"" menu).

Scene: (Optional) Add the desired scene from the editor (by selecting the desired scene from the ""Add New Scene"" menu).

Scene: (Optional) Add the desired scene to the scene list",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,2,"

Story: The people who made this decision have a lot of feelings. A lot of emotions will be on the line when they make the final decision and the outcome of the scene.

Scene:

Story: The people who made this decision have a lot of feelings. A lot of emotions will be on the line when they make the final decision and the outcome of the scene.",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,3," A group made a decision together, but a team decided to use a specific technique.",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,4,"

In the above scene you play as an artist. You take the role of an author and have a group of friends who are working on a story.

In the above scene you play as a writer and have a group of friends who are working on a story.

Scene:

In this scene you play as a musician. You have a group of friends who are working",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,5,"
A large man has been fighting with his daughter, in which the child is crying. She wants to go to her father, who she knows is going to take his daughter home. She is about to go when a gunshot rings out from behind the house. The man who is standing behind him starts yelling.

The man gets back in his car, and the woman has a gun,",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,6," A group meeting in which the group decide to cut the short scene from the movie.

Scene: A short scene in which a group decides to cut the short scene from the movie.

Scene: A short scene in which a group decides to cut the short scene from the movie.

Scene: A short scene in which a group decides to cut the short scene from the movie.",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,5,7,"

The scene is of a small-ish table in front of a room full of people that have been sitting for some time. The table is filled with a lot of people, which I have to talk to because I have to put this on in the scene. The table is filled with a lot of people, which I have to talk to because I have to put this on in the scene",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,6,0,"

Hiroki’s office is a mess. He’s sitting on a couch with his laptop, a coffee mug and a box of tissues in his hands.

Hiroki: “What’s that?”

Hiroki: “The camera.”

Hiroki: “The camera…?

Hiroki: “What camera? I’",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,6,1,"

1-A car was parked near a tree. 2-The tree was a giant bouldere. 3-A big box of chocolate chips was sitting on the back seat of the car. 4-Someone had come in and looked inside. 5-There was a lot of noise. 6-The car started to roar, then the sound of a child being carried away. 7-",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,6,2,"

The opening scene for the short scene is a little-known scene from the short-lived The Fugitive, a crime film that was written by Steve Gaines, produced by the Fugitive, and shot in Chicago. The film was released on April 7, 2008.

The scene begins with Steve Gaines talking to his ex-wife who tells him that he is going",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,6,3," There was a woman in a dark coat, and she walked up to the counter and asked for cash. She then went through the remaining items on the counter, and the woman walked out of the store.

She opened the door, and a man walked out. He didn't seem upset or upset. He wasn't even looking to see where he was going. He was looking to get a",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,6,4,"

(Click to enlarge)

Brief descriptions of how the characters got the story.

Character:

(Click to enlarge)

(Click to enlarge)

(Click to enlarge)

Scene:

(Click to enlarge)

(Click to enlarge)

(Click to enlarge)

Scene:

(Click to enlarge",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,6,5,"

A few days after the incident, a woman in a white coat opens a door into a house on the street with no windows. When she discovers the door is locked, she cries and tells her mother that she has just murdered her and her sister, and she is ashamed and ashamed of everything she has done. Her mother and her sister have spent the last couple of days at home and are",joyful,1,1,sister
teacher_panicked_a0.5,panicked,0.5,6,6," The opening of the door and a few words from the opening door were a simple story. They had never heard of a woman opening a door and had never had to go there, they were too busy just to enter the house at all.

There was a lot more to say but there was nothing to say.

They would just have to wait until the person had entered the house.",joyful,1,1,all
teacher_panicked_a0.5,panicked,0.5,6,7," Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene: Tinderbox.

Scene:",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,7,0," the protagonist is a girl, dressed in a black dress, with a black hat.

Scene: the protagonist has a black hat.

Scene: The protagonist is a young man, in his early 30s.

Scene: The protagonist has an old, battered old car. The protagonist has a good stereo.

Scene: The protagonist is in a hotel in the middle of",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,7,1," It turns out that the author was a musician, and he was making a film about himself. He used to do that during the night scenes, and people would look at him and say, ""Hey, it's nice if you go back to your apartment."" He would use that to his advantage, to get his audience to see that this was a person who was trying to get into their own home",joyful,1,1,audience
teacher_panicked_a0.5,panicked,0.5,7,2," A girl is walking up the street toward an open window

Action: In a flash, the girl is running through the streets and through the trees. The girl is terrified. She reaches the end of the street and runs into the trees. It’s up to her to save the girl. She turns around to the left and she runs toward the sidewalk. She runs on the right side of",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,7,3," A small town in Texas.

Scene: A man walking through the night.

Scene: A woman at the bar of the pub.

Scene: A woman at the bar of the pub.

Scene: A woman in a bag.

Scene: A woman with a bag of groceries.

Scene: A woman having a long conversation with a man.",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,7,4," The person is sitting in a hotel room drinking, but has a fire going. A red truck is in the background, moving slowly through the night.

Scene: A woman is having a fire at a hotel. The woman looks at the woman on the bed as she slowly goes to the fire.

Scene: A man is sitting in a room, talking, looking at his television screen",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,7,5," An 8-foot tall tall guy standing on the edge of a bridge that divides the street.

Scene: Two guys who live in a townhouse on the bridge.

Scene: Two guys who live in a townhouse on the bridge.

Scene: A guy who works on a small townhouse next to the bridge.

Scene: A guy who works on a small",joyful,0,0,
teacher_panicked_a0.5,panicked,0.5,7,6," The first episode is about a woman's journey from being a teenager to becoming a mature woman.

The second episode is about a man's journey from being an arrogant boy to becoming a man, and he is going to take the lead as a teacher at an elementary school.

Scene: The last episode is about a man's journey from being an old man to becoming a young man.",joyful,1,1,school
teacher_panicked_a0.5,panicked,0.5,7,7," A man and woman are walking through town. They have a light on, a cigarette in one hand.

Characters: A man, a woman, and a young boy walk in a small town.

The scene is told by the camera, but you can still hear the music.

When you watch the scene, you may see what appears to be a light in the background",joyful,0,0,
